onset	duration	run_number	trial_number	task	trial_type	eyemov_direction	eyemov_start_pos	eyemov_vis_end	eyemov_amplitude	sequence_num	sequence_trial
81378.62609	1.2251498	2	1	1	3	3	17	3	2	1	1
81379.85798	1.193472	2	2	1	3	3	17	3	2	1	2
81381.05847	1.1931946	2	3	1	3	3	17	3	2	1	3
81382.25877	1.1936195	2	4	1	3	3	17	3	2	1	4
81383.46141	1.2018628	2	5	1	3	3	17	3	2	1	5
81384.67753	1.1919363	2	6	1	3	3	17	3	2	1	6
81385.87641	1.1933177	2	7	1	3	3	17	3	2	1	7
81387.07664	1.1933819	2	8	1	3	3	17	3	2	1	8
81388.27727	1.1931919	2	9	1	3	3	17	3	2	1	9
81389.47766	1.1930859	2	10	1	3	3	17	3	2	1	10
81390.67792	1.193324	2	11	1	3	3	17	3	2	1	11
81391.87847	1.1935124	2	12	1	3	3	17	3	2	1	12
81393.07912	1.1931397	2	13	1	3	3	17	3	2	1	13
81394.2792	1.1933475	2	14	1	3	3	17	3	2	1	14
81395.47971	1.1932319	2	15	1	3	3	17	3	2	1	15
81396.68023	1.1934716	2	16	1	3	3	17	3	2	1	16
81397.91713	1.1986663	2	17	1	2	2	1	1	1	2	1
81399.12252	1.1935019	2	18	1	2	2	1	1	1	2	2
81400.32308	1.1932094	2	19	1	2	2	1	1	1	2	3
81401.52339	1.1930204	2	20	1	2	2	1	2	1	2	4
81402.72376	1.1936007	2	21	1	2	2	1	2	1	2	5
81403.92427	1.1932032	2	22	1	2	2	1	2	1	2	6
81405.12465	1.1931542	2	23	1	2	2	1	1	1	2	7
81406.3249	1.1936435	2	24	1	2	2	1	1	1	2	8
81407.5255	1.1932323	2	25	1	2	2	1	1	1	2	9
81408.726	1.1934542	2	26	1	2	2	1	2	1	2	10
81409.92631	1.1932874	2	27	1	2	2	1	2	1	2	11
81411.12652	1.1935069	2	28	1	2	2	1	2	1	2	12
81412.327	1.1932374	2	29	1	2	2	1	1	1	2	13
81413.5274	1.1936782	2	30	1	2	2	1	1	1	2	14
81414.72796	1.1934405	2	31	1	2	2	1	1	1	2	15
81415.9284	1.1933289	2	32	1	2	2	1	2	1	2	16
81417.12886	1.1936488	2	33	1	2	2	1	2	1	2	17
81418.32924	1.1934546	2	34	1	2	2	1	2	1	2	18
81419.52958	1.1933298	2	35	1	2	2	1	1	1	2	19
81420.73006	1.193559	2	36	1	2	2	1	1	1	2	20
81421.93037	1.1934569	2	37	1	2	2	1	1	1	2	21
81423.13088	1.1931622	2	38	1	2	2	1	2	1	2	22
81424.33126	1.193484	2	39	1	2	2	1	2	1	2	23
81425.53167	1.1932579	2	40	1	2	2	1	2	1	2	24
81426.73202	1.1932222	2	41	1	2	2	1	1	1	2	25
81427.93247	1.1930882	2	42	1	2	2	1	1	1	2	26
81429.13276	1.1936363	2	43	1	2	2	1	1	1	2	27
81430.33321	1.193543	2	44	1	2	2	1	2	1	2	28
81431.53363	1.1933498	2	45	1	2	2	1	2	1	2	29
81432.73409	1.1931053	2	46	1	2	2	1	2	1	2	30
81433.93457	1.1933745	2	47	1	2	2	1	3	1	2	31
81435.13493	1.1932927	2	48	1	2	2	1	3	1	2	32
81436.3536	1.191821	2	49	1	3	3	17	3	2	3	1
81437.55223	1.1934439	2	50	1	3	3	17	3	2	3	2
81438.75285	1.1936177	2	51	1	3	3	17	3	2	3	3
81439.95319	1.1935067	2	52	1	3	3	17	3	2	3	4
81441.15364	1.1932912	2	53	1	3	3	17	3	2	3	5
81442.35397	1.1932988	2	54	1	3	3	17	3	2	3	6
81443.55441	1.193188	2	55	1	3	3	17	3	2	3	7
81444.75487	1.1934416	2	56	1	3	3	17	3	2	3	8
81445.95524	1.193305	2	57	1	3	3	17	3	2	3	9
81447.15567	1.1936064	2	58	1	3	3	17	3	2	3	10
81448.35612	1.1934418	2	59	1	3	3	17	3	2	3	11
81449.55646	1.193357	2	60	1	3	3	17	3	2	3	12
81450.75682	1.19372	2	61	1	3	3	17	3	2	3	13
81451.9573	1.1934597	2	62	1	3	3	17	3	2	3	14
81453.15771	1.1932603	2	63	1	3	3	17	3	2	3	15
81454.3582	1.1934824	2	64	1	3	3	17	3	2	3	16
81455.57658	1.1917539	2	65	1	2	1	1	1	1	4	1
81456.77562	1.1934121	2	66	1	2	1	1	1	1	4	2
81457.97607	1.1932127	2	67	1	2	1	1	1	1	4	3
81459.17618	1.1938273	2	68	1	2	1	1	2	1	4	4
81460.37695	1.1937685	2	69	1	2	1	1	2	1	4	5
81461.57726	1.1933084	2	70	1	2	1	1	2	1	4	6
81462.77767	1.1937025	2	71	1	2	1	1	1	1	4	7
81463.97811	1.1934753	2	72	1	2	1	1	1	1	4	8
81465.17849	1.1933179	2	73	1	2	1	1	1	1	4	9
81466.3789	1.193663	2	74	1	2	1	1	2	1	4	10
81467.57934	1.1934492	2	75	1	2	1	1	2	1	4	11
81468.77953	1.1934857	2	76	1	2	1	1	2	1	4	12
81469.98016	1.193114	2	77	1	2	1	1	1	1	4	13
81471.18056	1.1930728	2	78	1	2	1	1	1	1	4	14
81472.38075	1.193708	2	79	1	2	1	1	1	1	4	15
81473.58122	1.1934683	2	80	1	2	1	1	2	1	4	16
81474.78186	1.1935575	2	81	1	2	1	1	2	1	4	17
81475.98214	1.1920743	2	82	1	2	1	1	2	1	4	18
81477.18417	1.1906544	2	83	1	2	1	1	1	1	4	19
81478.38447	1.19038	2	84	1	2	1	1	1	1	4	20
81479.58471	1.1906061	2	85	1	2	1	1	1	1	4	21
